Frequency (Hz)	Level (dB)
20464.617920	-111.509521
20465.290833	-114.093819
20465.963745	-107.648903
20466.636658	-111.418015
20467.309570	-116.524796
20467.982483	-120.122116
20468.655396	-120.451729
20469.328308	-111.870865
20470.001221	-112.065552
20470.674133	-113.337921
20471.347046	-111.799240
20472.019958	-112.218437
20472.692871	-114.950500
20473.365784	-112.683342
20474.038696	-112.418915
20474.711609	-117.997765
20475.384521	-119.265350
20476.057434	-120.388725
20476.730347	-116.576485
20477.403259	-113.155357
20478.076172	-111.365242
20478.749084	-112.546547
20479.421997	-114.523338
20480.094910	-117.079208
20480.767822	-122.872131
20481.440735	-129.322250
20482.113647	-115.613747
20482.786560	-117.848824
20483.459473	-135.587128
20484.132385	-118.804039
20484.805298	-111.022011
20485.478210	-108.519539
20486.151123	-110.509071
20486.824036	-113.793221
20487.496948	-113.494576
20488.169861	-118.206047
20488.842773	-117.352654
20489.515686	-114.616051
20490.188599	-114.257378
20490.861511	-107.613869
20491.534424	-109.835876
20492.207336	-116.051628
20492.880249	-114.439781
20493.553162	-112.490265
20494.226074	-115.209549
20494.898987	-111.024696
20495.571899	-117.026230
20496.244812	-106.898842
20496.917725	-109.353088
20497.590637	-115.992783
20498.263550	-113.020454
20498.936462	-112.803703
20499.609375	-121.812378
20500.282288	-121.999435
20500.955200	-114.787819
20501.628113	-110.039330
20502.301025	-113.584900
20502.973938	-115.678970
20503.646851	-116.947166
20504.319763	-116.487953
20504.992676	-112.026306
20505.665588	-108.561020
20506.338501	-108.547966
20507.011414	-111.232132
20507.684326	-123.326912
20508.357239	-115.853287
20509.030151	-119.164055
20509.703064	-118.077888
20510.375977	-130.629257
20511.048889	-123.943024
20511.721802	-112.579216
20512.394714	-118.030701
20513.067627	-113.702286
20513.740540	-127.156754
20514.413452	-120.016304
20515.086365	-117.749512
20515.759277	-118.219582
20516.432190	-115.407188
20517.105103	-110.635406
20517.778015	-107.827766
20518.450928	-110.011093
20519.123840	-102.924057
20519.796753	-112.003082
20520.469666	-111.145729
20521.142578	-111.178368
20521.815491	-115.864967
20522.488403	-120.303177
20523.161316	-110.383972
20523.834229	-108.415543
20524.507141	-115.739273
20525.180054	-116.021782
20525.852966	-117.904915
20526.525879	-118.923485
20527.198792	-114.761375
20527.871704	-122.725861
20528.544617	-117.264511
20529.217529	-118.740456
20529.890442	-111.999802
20530.563354	-110.934372
20531.236267	-113.175064
20531.909180	-118.662308
20532.582092	-117.582657
20533.255005	-121.836273
20533.927917	-121.064156
20534.600830	-129.836456
20535.273743	-113.109825
20535.946655	-113.413696
20536.619568	-118.558357
20537.292480	-106.650581
20537.965393	-100.863525
20538.638306	-106.030426
20539.311218	-113.807953
20539.984131	-125.537621
20540.657043	-120.831192
20541.329956	-123.779999
20542.002869	-108.485374
20542.675781	-109.915390
20543.348694	-113.397209
20544.021606	-114.565079
20544.694519	-112.257339
20545.367432	-104.325523
20546.040344	-105.444664
20546.713257	-108.149963
20547.386169	-114.287262
20548.059082	-116.001755
20548.731995	-122.186607
20549.404907	-116.120453
20550.077820	-119.128601
20550.750732	-112.862877
20551.423645	-113.676819
20552.096558	-125.473877
20552.769470	-135.079529
20553.442383	-112.435837
20554.115295	-113.057892
20554.788208	-114.380051
20555.461121	-116.111908
20556.134033	-128.115463
20556.806946	-118.825218
20557.479858	-111.809464
20558.152771	-109.588890
20558.825684	-107.455986
20559.498596	-112.327370
20560.171509	-118.979683
20560.844421	-118.462158
20561.517334	-118.537323
20562.190247	-121.015907
20562.863159	-120.538589
20563.536072	-127.317513
20564.208984	-112.937225
20564.881897	-112.567596
20565.554810	-117.679070
20566.227722	-116.002029
20566.900635	-120.087097
20567.573547	-116.693764
20568.246460	-111.936852
20568.919373	-115.059685
20569.592285	-122.768860
20570.265198	-119.043243
20570.938110	-111.963562
20571.611023	-113.126770
20572.283936	-115.039917
20572.956848	-117.914093
20573.629761	-128.791428
20574.302673	-123.211792
20574.975586	-119.783783
20575.648499	-130.397491
20576.321411	-117.470505
20576.994324	-113.380737
20577.667236	-113.660507
20578.340149	-120.176308
20579.013062	-114.419037
20579.685974	-115.737755
20580.358887	-111.592575
20581.031799	-111.027527
20581.704712	-108.737228
20582.377625	-108.712227
20583.050537	-106.186562
20583.723450	-107.987541
20584.396362	-110.677841
20585.069275	-116.320419
20585.742188	-117.833839
20586.415100	-111.873970
20587.088013	-114.416130
20587.760925	-123.634010
20588.433838	-119.265289
20589.106750	-117.972015
20589.779663	-112.422409
20590.452576	-123.810875
20591.125488	-112.826866
20591.798401	-109.631020
20592.471313	-107.909836
20593.144226	-113.399971
20593.817139	-117.265900
20594.490051	-130.751526
20595.162964	-115.061310
20595.835876	-116.989433
20596.508789	-110.833527
20597.181702	-108.772362
20597.854614	-109.397217
20598.527527	-113.043045
20599.200439	-114.441071
20599.873352	-120.637337
20600.546265	-127.953903
20601.219177	-121.302971
20601.892090	-127.033333
20602.565002	-120.031914
20603.237915	-130.814240
20603.910828	-118.060585
20604.583740	-123.798523
20605.256653	-114.386154
20605.929565	-116.102417
20606.602478	-115.642334
20607.275391	-117.409317
20607.948303	-117.635040
20608.621216	-126.959007
20609.294128	-116.033554
20609.967041	-128.652573
20610.639954	-124.910873
20611.312866	-113.660439
20611.985779	-111.414200
20612.658691	-113.148827
20613.331604	-114.283615
20614.004517	-116.735855
20614.677429	-113.976227
20615.350342	-113.630356
20616.023254	-124.065620
20616.696167	-118.394218
20617.369080	-111.882156
20618.041992	-116.204193
20618.714905	-110.980019
20619.387817	-113.587204
20620.060730	-116.663116
20620.733643	-115.818916
20621.406555	-128.535873
20622.079468	-112.221725
20622.752380	-117.614517
20623.425293	-122.894485
20624.098206	-119.198616
20624.771118	-115.993011
20625.444031	-114.691872
20626.116943	-122.112282
20626.789856	-117.403305
20627.462769	-115.468025
20628.135681	-124.297836
20628.808594	-133.831131
20629.481506	-122.738174
20630.154419	-125.990036
20630.827332	-118.736290
20631.500244	-114.841675
20632.173157	-116.084953
20632.846069	-110.921753
20633.518982	-112.979012
20634.191895	-114.160568
20634.864807	-121.832092
20635.537720	-115.309357
20636.210632	-116.166107
20636.883545	-109.326317
20637.556458	-110.664291
20638.229370	-118.378693
20638.902283	-118.861549
20639.575195	-111.781654
20640.248108	-108.776360
20640.921021	-108.278816
20641.593933	-115.999039
20642.266846	-114.190887
20642.939758	-117.860664
20643.612671	-121.959473
20644.285583	-109.458153
20644.958496	-118.817810
20645.631409	-112.785851
20646.304321	-109.230362
20646.977234	-111.969170
20647.650146	-114.702530
20648.323059	-125.547501
20648.995972	-116.961029
20649.668884	-119.766777
20650.341797	-120.773804
20651.014709	-122.026115
20651.687622	-123.714645
20652.360535	-125.914467
20653.033447	-118.953568
20653.706360	-116.967773
20654.379272	-116.080353
20655.052185	-116.176308
20655.725098	-112.046158
20656.398010	-114.540764
20657.070923	-110.815582
20657.743835	-110.255257
20658.416748	-133.014679
20659.089661	-122.231064
20659.762573	-114.878868
20660.435486	-115.052635
20661.108398	-115.243866
20661.781311	-115.439285
20662.454224	-121.741135
20663.127136	-117.991531
20663.800049	-112.062599
20664.472961	-109.687195
20665.145874	-110.900337
20665.818787	-117.749733
20666.491699	-114.023979
20667.164612	-113.637436
20667.837524	-113.218201
20668.510437	-108.977226
20669.183350	-105.597580
20669.856262	-107.039040
20670.529175	-116.103333
20671.202087	-116.982132
20671.875000	-121.605942
20672.547913	-122.960419
20673.220825	-113.915497
20673.893738	-111.689461
20674.566650	-112.455658
20675.239563	-128.340927
20675.912476	-130.639297
20676.585388	-118.773148
20677.258301	-124.199493
20677.931213	-113.156609
20678.604126	-111.988686
20679.277039	-123.299423
20679.949951	-120.114792
20680.622864	-116.863762
20681.295776	-119.264084
20681.968689	-127.930534
20682.641602	-120.626221
20683.314514	-114.851639
20683.987427	-121.260391
20684.660339	-116.641075
20685.333252	-121.104019
20686.006165	-115.315735
20686.679077	-114.081596
20687.351990	-118.012161
20688.024902	-117.011841
20688.697815	-111.837189
20689.370728	-113.396141
20690.043640	-117.136406
20690.716553	-121.042137
20691.389465	-122.406418
20692.062378	-120.789108
20692.735291	-113.299751
20693.408203	-115.124565
20694.081116	-121.440636
20694.754028	-121.355881
20695.426941	-119.345581
20696.099854	-110.950211
20696.772766	-111.848076
20697.445679	-118.735878
20698.118591	-126.252945
20698.791504	-121.052879
20699.464417	-116.769661
20700.137329	-109.355728
20700.810242	-110.839119
20701.483154	-109.961800
20702.156067	-108.460793
20702.828979	-107.773766
20703.501892	-112.996040
20704.174805	-117.521469
20704.847717	-120.285759
20705.520630	-111.374321
20706.193542	-108.895172
20706.866455	-117.397713
20707.539368	-115.003479
20708.212280	-118.099846
20708.885193	-132.120972
20709.558105	-122.527832
20710.231018	-118.621483
20710.903931	-114.621025
20711.576843	-119.979652
20712.249756	-117.912361
20712.922668	-116.271179
20713.595581	-116.829582
20714.268494	-112.414276
20714.941406	-115.016785
20715.614319	-114.345627
20716.287231	-116.817924
20716.960144	-120.919479
20717.633057	-119.091278
20718.305969	-129.471786
20718.978882	-119.103088
20719.651794	-118.564919
20720.324707	-114.166420
20720.997620	-113.978279
20721.670532	-113.569633
20722.343445	-127.554047
20723.016357	-113.600990
20723.689270	-120.075600
20724.362183	-116.337151
20725.035095	-117.888870
20725.708008	-120.686363
20726.380920	-121.133003
20727.053833	-120.235405
20727.726746	-117.872734
20728.399658	-115.919159
20729.072571	-119.794319
20729.745483	-126.582542
20730.418396	-122.531746
20731.091309	-114.705574
20731.764221	-114.578178
20732.437134	-112.401688
20733.110046	-110.344261
20733.782959	-118.289856
20734.455872	-122.599396
20735.128784	-113.982719
20735.801697	-113.373497
20736.474609	-132.787628
20737.147522	-117.403038
20737.820435	-110.841873
20738.493347	-113.935501
20739.166260	-116.810944
20739.839172	-114.351173
20740.512085	-116.172874
20741.184998	-120.027870
20741.857910	-119.588615
20742.530823	-120.288368
20743.203735	-121.799522
20743.876648	-123.429886
20744.549561	-115.865471
20745.222473	-119.140068
20745.895386	-116.100868
20746.568298	-116.919777
20747.241211	-113.020508
20747.914124	-119.474220
20748.587036	-123.628609
20749.259949	-120.023834
20749.932861	-115.838074
20750.605774	-116.529091
20751.278687	-128.944290
20751.951599	-122.179192
20752.624512	-122.064781
20753.297424	-129.915497
20753.970337	-127.739983
20754.643250	-117.348038
20755.316162	-120.803108
20755.989075	-128.773880
20756.661987	-113.857407
20757.334900	-123.758194
20758.007812	-117.890038
20758.680725	-115.891716
20759.353638	-125.180908
20760.026550	-115.391953
20760.699463	-113.457146
20761.372375	-116.309006
20762.045288	-118.990700
20762.718201	-123.779709
20763.391113	-116.565193
20764.064026	-116.553947
20764.736938	-117.323891
20765.409851	-119.064262
20766.082764	-110.841225
20766.755676	-108.448044
20767.428589	-116.916557
20768.101501	-123.770828
20768.774414	-122.856880
20769.447327	-115.371368
20770.120239	-115.511856
20770.793152	-116.629120
20771.466064	-115.569626
20772.138977	-119.273361
20772.811890	-114.553955
20773.484802	-109.685822
20774.157715	-109.084534
20774.830627	-114.200150
20775.503540	-113.296036
20776.176453	-111.763916
20776.849365	-111.115768
20777.522278	-109.243599
20778.195190	-111.981972
20778.868103	-115.901398
20779.541016	-116.639809
20780.213928	-118.576073
20780.886841	-121.074112
20781.559753	-114.399734
20782.232666	-115.784294
20782.905579	-121.685310
20783.578491	-135.319122
20784.251404	-118.832008
20784.924316	-117.680077
20785.597229	-117.488121
20786.270142	-112.110580
20786.943054	-114.433342
20787.615967	-131.187103
20788.288879	-117.289398
20788.961792	-125.684349
20789.634705	-112.291145
20790.307617	-109.540436
20790.980530	-113.743973
20791.653442	-117.358292
20792.326355	-120.031853
20792.999268	-118.020897
20793.672180	-115.250168
20794.345093	-116.344612
20795.018005	-111.764450
20795.690918	-114.847855
20796.363831	-119.936546
20797.036743	-132.251968
20797.709656	-119.389549
20798.382568	-116.161964
20799.055481	-121.512215
20799.728394	-113.305016
20800.401306	-112.970169
20801.074219	-122.324471
20801.747131	-123.240730
20802.420044	-117.419846
20803.092957	-117.203644
20803.765869	-119.296051
20804.438782	-117.205406
20805.111694	-125.593376
20805.784607	-112.551697
20806.457520	-112.605110
20807.130432	-124.413910
20807.803345	-116.390480
20808.476257	-116.837036
20809.149170	-115.997017
20809.822083	-118.687416
20810.494995	-116.404716
20811.167908	-113.400764
20811.840820	-116.752899
20812.513733	-121.026276
20813.186646	-112.348900
20813.859558	-114.561386
20814.532471	-119.073639
20815.205383	-120.603714
20815.878296	-125.586548
20816.551208	-114.536758
20817.224121	-116.192032
20817.897034	-116.560280
20818.569946	-115.093269
20819.242859	-112.265091
20819.915771	-114.365120
20820.588684	-121.672005
20821.261597	-127.477058
20821.934509	-112.504799
20822.607422	-119.461143
20823.280334	-123.225060
20823.953247	-115.551094
20824.626160	-113.880173
20825.299072	-112.066483
20825.971985	-117.958595
20826.644897	-117.590530
20827.317810	-120.408676
20827.990723	-115.427765
20828.663635	-110.999443
20829.336548	-111.102516
20830.009460	-109.710953
20830.682373	-113.298294
20831.355286	-126.958778
20832.028198	-109.436996
20832.701111	-109.478340
20833.374023	-109.933678
20834.046936	-107.656212
20834.719849	-109.564995
20835.392761	-106.039856
20836.065674	-99.142509
20836.738586	-99.288086
20837.411499	-102.214226
20838.084412	-103.848473
20838.757324	-104.590462
20839.430237	-99.205505
20840.103149	-101.232796
20840.776062	-104.122772
20841.448975	-109.672150
20842.121887	-116.449547
20842.794800	-103.074356
20843.467712	-97.529358
20844.140625	-94.282494
20844.813538	-92.628189
20845.486450	-93.535507
20846.159363	-96.656784
20846.832275	-99.724556
20847.505188	-107.965340
20848.178101	-100.653526
20848.851013	-97.266235
20849.523926	-104.816528
20850.196838	-108.566826
20850.869751	-101.975838
20851.542664	-106.178612
20852.215576	-102.039131
20852.888489	-103.896393
20853.561401	-112.096252
20854.234314	-117.760056
20854.907227	-111.616600
20855.580139	-111.199593
20856.253052	-125.190323
20856.925964	-113.556923
20857.598877	-109.804146
20858.271790	-110.076462
20858.944702	-109.853752
20859.617615	-111.147812
20860.290527	-113.327332
20860.963440	-114.694870
20861.636353	-113.434273
20862.309265	-115.305084
20862.982178	-128.061203
20863.655090	-113.415268
20864.328003	-111.272934
20865.000916	-112.168968
20865.673828	-121.456657
20866.346741	-122.993408
20867.019653	-139.959503
20867.692566	-113.624504
20868.365479	-118.138329
20869.038391	-122.632912
20869.711304	-114.332787
20870.384216	-117.610573
20871.057129	-111.963371
20871.730042	-113.537766
20872.402954	-142.210754
20873.075867	-116.277824
20873.748779	-111.973938
20874.421692	-122.127213
20875.094604	-123.191116
20875.767517	-114.296120
20876.440430	-113.768242
20877.113342	-111.015289
20877.786255	-113.392838
20878.459167	-111.701515
20879.132080	-113.291283
20879.804993	-135.440521
20880.477905	-116.313858
20881.150818	-112.514587
20881.823730	-107.949608
20882.496643	-108.503540
20883.169556	-116.348434
20883.842468	-115.477989
20884.515381	-117.365265
20885.188293	-119.163582
20885.861206	-113.464302
20886.534119	-109.295486
20887.207031	-111.761986
20887.879944	-119.162247
20888.552856	-121.950050
20889.225769	-116.927971
20889.898682	-110.214149
20890.571594	-108.929626
20891.244507	-109.237808
20891.917419	-110.233696
20892.590332	-113.752655
20893.263245	-111.046417
20893.936157	-108.567612
20894.609070	-117.624771
20895.281982	-120.046410
20895.954895	-111.376259
20896.627808	-114.767479
20897.300720	-122.318962
20897.973633	-113.537308
20898.646545	-116.872818
20899.319458	-129.013672
20899.992371	-115.517624
20900.665283	-115.637344
20901.338196	-113.690018
20902.011108	-114.217209
20902.684021	-128.328644
20903.356934	-120.928925
20904.029846	-119.357750
20904.702759	-120.030602
20905.375671	-114.417992
20906.048584	-108.669418
20906.721497	-109.788719
20907.394409	-124.045395
20908.067322	-115.471260
20908.740234	-111.401543
20909.413147	-109.645256
20910.086060	-114.318436
20910.758972	-117.212311
20911.431885	-131.947708
20912.104797	-115.131050
20912.777710	-112.205994
20913.450623	-110.456451
20914.123535	-112.874054
20914.796448	-114.635895
20915.469360	-131.917999
20916.142273	-113.725121
20916.815186	-115.778336
20917.488098	-115.604630
20918.161011	-114.006752
20918.833923	-118.352509
20919.506836	-119.041153
20920.179749	-115.885605
20920.852661	-115.243973
20921.525574	-118.401985
20922.198486	-118.822693
20922.871399	-113.571091
20923.544312	-115.794540
20924.217224	-116.677116
20924.890137	-115.791611
20925.563049	-118.887276
20926.235962	-120.322197
20926.908875	-120.074715
20927.581787	-122.899338
20928.254700	-126.482109
20928.927612	-126.012550
20929.600525	-115.634331
20930.273438	-110.145546
20930.946350	-112.378937
20931.619263	-118.020638
20932.292175	-120.101273
20932.965088	-121.779350
20933.638000	-112.749283
20934.310913	-111.226593
20934.983826	-116.547188
20935.656738	-117.393829
20936.329651	-116.892250
20937.002563	-118.619514
20937.675476	-114.345375
20938.348389	-113.469299
20939.021301	-116.996262
20939.694214	-138.305939
20940.367126	-123.342804
20941.040039	-128.988525
20941.712952	-119.808914
20942.385864	-126.615540
20943.058777	-126.555962
20943.731689	-116.504837
20944.404602	-120.004471
20945.077515	-120.936630
20945.750427	-119.172729
20946.423340	-112.252174
20947.096252	-124.775757
20947.769165	-115.496536
20948.442078	-117.580902
20949.114990	-120.528709
20949.787903	-126.559021
20950.460815	-118.073570
20951.133728	-119.024796
20951.806641	-118.989532
20952.479553	-117.480316
20953.152466	-123.237663
20953.825378	-116.082588
20954.498291	-116.283394
20955.171204	-118.866699
20955.844116	-121.799088
20956.517029	-126.112595
20957.189941	-121.622108
20957.862854	-120.587578
20958.535767	-114.381401
20959.208679	-116.613998
20959.881592	-131.662231
20960.554504	-115.400124
20961.227417	-115.178322
20961.900330	-130.836594
20962.573242	-117.275169
20963.246155	-124.513306
20963.919067	-117.781410
20964.591980	-119.139465
20965.264893	-120.450951
20965.937805	-121.544174
20966.610718	-111.337517
20967.283630	-109.060440
20967.956543	-113.202454
20968.629456	-129.430725
20969.302368	-124.118271
20969.975281	-117.624954
20970.648193	-119.848747
20971.321106	-124.754555
20971.994019	-114.959976
20972.666931	-119.881050
20973.339844	-110.967628
20974.012756	-117.937294
20974.685669	-116.324753
20975.358582	-114.533028
20976.031494	-120.886185
20976.704407	-134.338684
20977.377319	-118.725044
20978.050232	-119.433945
20978.723145	-116.226562
20979.396057	-121.611336
20980.068970	-118.214874
20980.741882	-124.606865
20981.414795	-123.641701
20982.087708	-122.789993
20982.760620	-116.566696
20983.433533	-130.419617
20984.106445	-129.068710
20984.779358	-117.429863
20985.452271	-113.951202
20986.125183	-117.102600
20986.798096	-118.097092
20987.471008	-118.652870
20988.143921	-115.450417
20988.816833	-123.248108
20989.489746	-123.981117
20990.162659	-116.650749
20990.835571	-122.644844
20991.508484	-127.483582
20992.181396	-115.416443
20992.854309	-114.120178
20993.527222	-122.409157
20994.200134	-113.321068
20994.873047	-120.866051
20995.545959	-115.382324
20996.218872	-112.299179
20996.891785	-118.687027
20997.564697	-115.596146
20998.237610	-117.879990
20998.910522	-121.625267
20999.583435	-118.339546
21000.256348	-110.117233
21000.929260	-111.083214
21001.602173	-112.712212
21002.275085	-115.290802
21002.947998	-116.674042
21003.620911	-114.064064
21004.293823	-116.478928
21004.966736	-118.087173
21005.639648	-119.854691
21006.312561	-117.756706
21006.985474	-113.407661
21007.658386	-111.213882
21008.331299	-113.946777
21009.004211	-136.713776
21009.677124	-124.891014
21010.350037	-126.587234
21011.022949	-122.342751
21011.695862	-114.841240
21012.368774	-112.457855
21013.041687	-116.602310
21013.714600	-121.772957
21014.387512	-119.612061
21015.060425	-121.672951
21015.733337	-123.032845
21016.406250	-123.906395
21017.079163	-133.004547
21017.752075	-117.229225
21018.424988	-120.977791
21019.097900	-121.519028
21019.770813	-117.197769
21020.443726	-117.739502
21021.116638	-124.459160
21021.789551	-119.578140
21022.462463	-130.180710
21023.135376	-115.616592
21023.808289	-116.877571
21024.481201	-119.990326
21025.154114	-116.620262
21025.827026	-118.048019
21026.499939	-112.428528
21027.172852	-118.781677
21027.845764	-128.109146
21028.518677	-118.759911
21029.191589	-119.882317
21029.864502	-115.575584
21030.537415	-118.716171
21031.210327	-117.773750
21031.883240	-117.789688
21032.556152	-116.427559
21033.229065	-114.836159
21033.901978	-115.319626
21034.574890	-120.309280
21035.247803	-117.284943
21035.920715	-114.368385
21036.593628	-116.675331
21037.266541	-117.992203
21037.939453	-114.932877
21038.612366	-114.366150
21039.285278	-116.607460
21039.958191	-112.678581
21040.631104	-110.965271
21041.304016	-124.228676
21041.976929	-119.520638
21042.649841	-118.939148
21043.322754	-119.353195
21043.995667	-117.297646
21044.668579	-117.764481
21045.341492	-115.973778
21046.014404	-116.721413
21046.687317	-120.761620
21047.360229	-115.429565
21048.033142	-121.436859
21048.706055	-116.960831
21049.378967	-123.994492
21050.051880	-124.147774
21050.724792	-122.251213
21051.397705	-124.125549
21052.070618	-144.181229
21052.743530	-118.041992
21053.416443	-119.046570
21054.089355	-119.679222
21054.762268	-117.996170
21055.435181	-122.396294
21056.108093	-131.107132
21056.781006	-121.149155
21057.453918	-121.153664
21058.126831	-118.383377
21058.799744	-122.721199
21059.472656	-135.662628
21060.145569	-116.076622
21060.818481	-117.935837
21061.491394	-125.381264
21062.164307	-124.978630
21062.837219	-124.861595
21063.510132	-121.253540
21064.183044	-116.690102
21064.855957	-131.993210
21065.528870	-134.514465
21066.201782	-119.194977
21066.874695	-121.515251
21067.547607	-121.931664
21068.220520	-120.083885
21068.893433	-115.719948
21069.566345	-121.042145
21070.239258	-118.436180
21070.912170	-117.807617
21071.585083	-121.575401
21072.257996	-120.312416
21072.930908	-115.807968
21073.603821	-122.109726
21074.276733	-134.738007
21074.949646	-119.634460
21075.622559	-120.387077
21076.295471	-128.683868
21076.968384	-118.645599
21077.641296	-112.032715
21078.314209	-115.385330
21078.987122	-129.925323
21079.660034	-126.312561
21080.332947	-134.307343
21081.005859	-114.884613
21081.678772	-111.327415
21082.351685	-127.961807
21083.024597	-119.835876
21083.697510	-115.194893
21084.370422	-115.310471
21085.043335	-111.048355
21085.716248	-112.964272
21086.389160	-118.132011
21087.062073	-115.075714
21087.734985	-119.871094
21088.407898	-121.848335
21089.080811	-119.860626
21089.753723	-113.756310
21090.426636	-117.612503
21091.099548	-121.657410
21091.772461	-117.873482
21092.445374	-125.874908
21093.118286	-123.098419
21093.791199	-129.700180
21094.464111	-121.072815
21095.137024	-116.570625
21095.809937	-119.186035
21096.482849	-126.638771
21097.155762	-127.283867
21097.828674	-121.422607
21098.501587	-115.563591
21099.174500	-112.839943
21099.847412	-116.148438
21100.520325	-123.914993
21101.193237	-116.744080
21101.866150	-119.149498
21102.539062	-115.095062
21103.211975	-115.861389
21103.884888	-123.339554
21104.557800	-132.655457
21105.230713	-121.379936
21105.903625	-117.906197
21106.576538	-117.841530
21107.249451	-116.527687
21107.922363	-120.022720
21108.595276	-121.375168
21109.268188	-119.100731
21109.941101	-116.803978
21110.614014	-115.541183
21111.286926	-115.779198
21111.959839	-118.899498
21112.632751	-119.127510
21113.305664	-123.624092
21113.978577	-121.467834
21114.651489	-118.249687
21115.324402	-115.316666
21115.997314	-112.168396
21116.670227	-118.380600
21117.343140	-130.638702
21118.016052	-119.879448
21118.688965	-118.127167
21119.361877	-120.554657
21120.034790	-116.909630
21120.707703	-123.229469
21121.380615	-117.719780
21122.053528	-115.495110
21122.726440	-116.818336
21123.399353	-117.458496
21124.072266	-118.298538
21124.745178	-118.086693
21125.418091	-116.284943
21126.091003	-124.560326
21126.763916	-118.453156
21127.436829	-117.851723
21128.109741	-126.376358
21128.782654	-130.959854
21129.455566	-132.043945
21130.128479	-135.678635
21130.801392	-130.215134
21131.474304	-117.769814
21132.147217	-116.927368
21132.820129	-121.665901
21133.493042	-116.280861
21134.165955	-113.562195
21134.838867	-114.488914
21135.511780	-121.573936
21136.184692	-116.012672
21136.857605	-114.551239
21137.530518	-114.520370
21138.203430	-112.210182
21138.876343	-113.224129
21139.549255	-114.185028
21140.222168	-115.140320
21140.895081	-113.727539
21141.567993	-113.301132
21142.240906	-115.425003
21142.913818	-119.849052
21143.586731	-115.725151
21144.259644	-114.134323
21144.932556	-119.774849
21145.605469	-119.787140
21146.278381	-110.459106
21146.951294	-112.448959
21147.624207	-119.023041
21148.297119	-119.299911
21148.970032	-121.135406
21149.642944	-119.808472
21150.315857	-130.723999
21150.988770	-122.768997
21151.661682	-124.415855
21152.334595	-123.274605
21153.007507	-124.008171
21153.680420	-121.875488
21154.353333	-123.923958
21155.026245	-116.356384
21155.699158	-116.743523
21156.372070	-123.744644
21157.044983	-124.290207
21157.717896	-115.610352
21158.390808	-118.629875
21159.063721	-116.082054
21159.736633	-123.891533
21160.409546	-124.302124
21161.082458	-122.496925
21161.755371	-120.819778
21162.428284	-121.023460
21163.101196	-121.367188
21163.774109	-124.223129
21164.447021	-125.396362
21165.119934	-122.480339
21165.792847	-121.486786
21166.465759	-116.084816
21167.138672	-113.054756
21167.811584	-115.769981
21168.484497	-120.578300
21169.157410	-129.374863
21169.830322	-120.409401
21170.503235	-117.326370
21171.176147	-133.334839
21171.849060	-117.417297
21172.521973	-121.070702
21173.194885	-122.227036
21173.867798	-115.579659
21174.540710	-113.803986
21175.213623	-119.069939
21175.886536	-126.909660
21176.559448	-119.482224
21177.232361	-118.252205
21177.905273	-116.149712
21178.578186	-114.767105
21179.251099	-119.653038
21179.924011	-120.538383
21180.596924	-120.056396
21181.269836	-124.636192
21181.942749	-118.067284
21182.615662	-116.444366
21183.288574	-117.492882
21183.961487	-112.110649
21184.634399	-110.908089
21185.307312	-113.434258
21185.980225	-115.733078
21186.653137	-113.923042
21187.326050	-117.259972
21187.998962	-116.331711
21188.671875	-116.148079
21189.344788	-125.477913
21190.017700	-116.452110
21190.690613	-110.402580
21191.363525	-112.209541
21192.036438	-117.157898
21192.709351	-120.179878
21193.382263	-122.144287
21194.055176	-113.090691
21194.728088	-118.273239
21195.401001	-127.475433
21196.073914	-124.720932
21196.746826	-124.393372
21197.419739	-119.873718
21198.092651	-116.024521
21198.765564	-119.720856
21199.438477	-122.486984
21200.111389	-121.193909
21200.784302	-115.236359
21201.457214	-113.375885
21202.130127	-113.312172
21202.803040	-116.799973
21203.475952	-116.658607
21204.148865	-114.353378
21204.821777	-121.912743
21205.494690	-116.687019
21206.167603	-119.627525
21206.840515	-123.726196
21207.513428	-116.820000
21208.186340	-115.680283
21208.859253	-116.755081
21209.532166	-116.311699
21210.205078	-117.760269
21210.877991	-125.392982
21211.550903	-127.797256
21212.223816	-121.800461
21212.896729	-121.512512
21213.569641	-121.259392
21214.242554	-117.074287
21214.915466	-132.043945
21215.588379	-117.479675
21216.261292	-114.971954
21216.934204	-112.804672
21217.607117	-113.503502
21218.280029	-114.155266
21218.952942	-113.677963
21219.625854	-112.981583
21220.298767	-112.617821
21220.971680	-110.827919
21221.644592	-112.092262
21222.317505	-119.495056
21222.990417	-123.635269
21223.663330	-116.293678
21224.336243	-123.862999
21225.009155	-113.621277
21225.682068	-115.843704
21226.354980	-118.121483
21227.027893	-132.451309
21227.700806	-118.496895
21228.373718	-110.818275
21229.046631	-113.040871
21229.719543	-121.366486
21230.392456	-119.593620
21231.065369	-117.452103
21231.738281	-131.038452
21232.411194	-129.713165
21233.084106	-121.941666
21233.757019	-112.866730
21234.429932	-114.848969
21235.102844	-120.425117
21235.775757	-119.757385
21236.448669	-121.917114
21237.121582	-122.110405
21237.794495	-115.652405
21238.467407	-114.412354
21239.140320	-129.135773
21239.813232	-124.906395
21240.486145	-134.861603
21241.159058	-126.580284
21241.831970	-124.879463
21242.504883	-119.298775
21243.177795	-120.194901
21243.850708	-124.394310
21244.523621	-120.441406
21245.196533	-123.241798
21245.869446	-121.366951
21246.542358	-122.050652
21247.215271	-115.946930
21247.888184	-113.306015
